id;user_id;bar_id;challenge_type_id;time_ms;video_url;status;created_at;video_start_ms;chug_start_ms;chug_end_ms;video_end_ms;visibility;video_status;user_lat;user_lng
a9d03259-992f-4111-9877-8cd577b3e13f;b71c0d6b-3652-4291-ae97-88fd15493bb9;6c2dc30e-fe46-48cf-ba23-61a5f48212e7;4a5e7a4e-441a-40ee-9540-89c4979bd658;4646;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/b71c0d6b-3652-4291-ae97-88fd15493bb9/1772296640453.mp4;approved;2026-02-28 16:37:19.957051+00;0;0;4646;4646;public;uploaded;;
6750a1fd-f929-4df6-b979-222414739524;b71c0d6b-3652-4291-ae97-88fd15493bb9;7119538e-820f-44df-8d82-81c72a607449;4a5e7a4e-441a-40ee-9540-89c4979bd658;5046;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/b71c0d6b-3652-4291-ae97-88fd15493bb9/1772223612805.mp4;approved;2026-02-27 20:20:12.380413+00;0;0;5046;5046;public;uploaded;;
ed7c6def-e0f3-4d27-96ce-15cd05843088;2398d665-6ad8-4dcc-bacd-5e4a1105d663;7119538e-820f-44df-8d82-81c72a607449;4a5e7a4e-441a-40ee-9540-89c4979bd658;5165;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/2398d665-6ad8-4dcc-bacd-5e4a1105d663/1772221418570.mp4;approved;2026-02-27 19:43:38.057534+00;0;0;5165;5165;public;uploaded;;
83bf8aba-0574-4c11-a195-21c58175f377;2398d665-6ad8-4dcc-bacd-5e4a1105d663;7119538e-820f-44df-8d82-81c72a607449;4a5e7a4e-441a-40ee-9540-89c4979bd658;5065;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/2398d665-6ad8-4dcc-bacd-5e4a1105d663/1772221793326.mp4;approved;2026-02-27 19:49:52.903953+00;0;0;5065;5065;public;uploaded;;
13e083fc-7c4b-469e-b5bb-044376837b42;9a57a60d-887e-4517-845a-7ef3a2906738;7119538e-820f-44df-8d82-81c72a607449;4a5e7a4e-441a-40ee-9540-89c4979bd658;4126;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/9a57a60d-887e-4517-845a-7ef3a2906738/1772223890213.mp4;approved;2026-02-27 20:24:49.67158+00;0;0;4126;4126;public;uploaded;;
2119c4bf-1230-4e5a-a1ec-a6f6725ba9cb;b71c0d6b-3652-4291-ae97-88fd15493bb9;7119538e-820f-44df-8d82-81c72a607449;4a5e7a4e-441a-40ee-9540-89c4979bd658;4495;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/b71c0d6b-3652-4291-ae97-88fd15493bb9/1772222073132.mp4;approved;2026-02-27 19:54:32.697+00;0;0;4495;4495;public;uploaded;;
7072c79b-2979-4a38-8b1e-96bd2387cdfa;bbcc8e8a-d5ee-417e-b66b-b5de295dd309;e573326b-7b8c-4822-8429-d51141f487c7;4a5e7a4e-441a-40ee-9540-89c4979bd658;4369;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/bbcc8e8a-d5ee-417e-b66b-b5de295dd309/1772223963532.mp4;approved;2026-02-27 20:26:03.092944+00;0;0;4369;4369;public;uploaded;;
30808aa9-2e99-4382-bc07-a2800d6e5228;2398d665-6ad8-4dcc-bacd-5e4a1105d663;7119538e-820f-44df-8d82-81c72a607449;4a5e7a4e-441a-40ee-9540-89c4979bd658;5841;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/2398d665-6ad8-4dcc-bacd-5e4a1105d663/1772222203218.mp4;approved;2026-02-27 19:56:42.863552+00;0;0;5841;5841;public;uploaded;;
18cfd418-fe80-4662-98d2-56c1f841c4aa;a052caa7-433b-4855-ab8c-d1b823e00433;7119538e-820f-44df-8d82-81c72a607449;4a5e7a4e-441a-40ee-9540-89c4979bd658;5016;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/a052caa7-433b-4855-ab8c-d1b823e00433/1772224218458.mp4;approved;2026-02-27 20:30:18.121272+00;0;0;5016;5016;public;uploaded;;
9144fd3f-db97-4f4b-8eed-e6658d033de9;7ed0cae8-c23b-4395-832f-e37a27048333;7ef40a0b-dcde-4e71-9c43-8121b06f36d1;4a5e7a4e-441a-40ee-9540-89c4979bd658;7621;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/7ed0cae8-c23b-4395-832f-e37a27048333/1772222271441.mp4;approved;2026-02-27 19:57:51.001772+00;0;0;7621;7621;public;uploaded;;
49202c06-8b65-4808-b8d2-c0d7055ea387;3003cda1-2999-419b-a7e8-94a63e307e51;c6af246f-fde6-497c-8e67-b71fac92f708;4a5e7a4e-441a-40ee-9540-89c4979bd658;6394;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/3003cda1-2999-419b-a7e8-94a63e307e51/1772229029242.mp4;approved;2026-02-27 21:50:28.69171+00;0;0;6394;6394;private;uploaded;;
c5f9d51e-b8d6-4f4e-b625-dd373598718a;fffd4130-6d9a-473d-be2c-539af2ac6047;7ef40a0b-dcde-4e71-9c43-8121b06f36d1;4a5e7a4e-441a-40ee-9540-89c4979bd658;16377;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/fffd4130-6d9a-473d-be2c-539af2ac6047/1772231092224.mp4;approved;2026-02-27 22:24:51.727838+00;0;0;16377;16377;public;uploaded;;
744466e8-f3fd-487f-a4a8-f3658532369b;b71c0d6b-3652-4291-ae97-88fd15493bb9;c475c447-7d6b-4929-90af-f2a4e0746337;4a5e7a4e-441a-40ee-9540-89c4979bd658;5197;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/b71c0d6b-3652-4291-ae97-88fd15493bb9/1771721882548.mp4;approved;2026-02-22 00:58:02.060059+00;0;0;5197;5197;public;uploaded;;
462dd225-647e-4958-bce5-569f152dc4fe;b71c0d6b-3652-4291-ae97-88fd15493bb9;c475c447-7d6b-4929-90af-f2a4e0746337;4a5e7a4e-441a-40ee-9540-89c4979bd658;8253;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/b71c0d6b-3652-4291-ae97-88fd15493bb9/1771721743043.mp4;approved;2026-02-22 00:55:42.548414+00;0;0;8253;8253;public;uploaded;;
7314fcfc-b7b4-407a-90cf-8c2620021fc0;88b3db54-483e-4a73-aca5-6913ac7e9e11;7ef40a0b-dcde-4e71-9c43-8121b06f36d1;4a5e7a4e-441a-40ee-9540-89c4979bd658;5222;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/88b3db54-483e-4a73-aca5-6913ac7e9e11/1772231439295.mp4;approved;2026-02-27 22:30:38.874979+00;0;0;5222;5222;public;uploaded;;
51c595d1-4e45-4e69-a78e-4315b2d7654b;b71c0d6b-3652-4291-ae97-88fd15493bb9;6c2dc30e-fe46-48cf-ba23-61a5f48212e7;4a5e7a4e-441a-40ee-9540-89c4979bd658;3266;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/b71c0d6b-3652-4291-ae97-88fd15493bb9/1772297306717.mp4;approved;2026-02-28 16:48:26.238583+00;0;0;3266;3266;public;uploaded;;
6647662c-3249-4b39-9349-121689b4eeae;95e228db-c040-45ea-8d39-61f6753ba6ae;6c2dc30e-fe46-48cf-ba23-61a5f48212e7;4a5e7a4e-441a-40ee-9540-89c4979bd658;9400;;unverified;2026-02-28 16:58:54.649324+00;0;0;9400;9400;private;none;;
36770a23-5122-4140-82a2-140dec63b544;9a57a60d-887e-4517-845a-7ef3a2906738;6c2dc30e-fe46-48cf-ba23-61a5f48212e7;4a5e7a4e-441a-40ee-9540-89c4979bd658;3836;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/9a57a60d-887e-4517-845a-7ef3a2906738/1772297055499.mp4;approved;2026-02-28 16:44:14.720963+00;0;0;3836;3836;public;uploaded;;
93dbafe5-75df-486d-9c96-30699bcfec39;eeca5c60-ad9a-4532-a9dc-933e09ec0a08;6c2dc30e-fe46-48cf-ba23-61a5f48212e7;4a5e7a4e-441a-40ee-9540-89c4979bd658;6405;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/eeca5c60-ad9a-4532-a9dc-933e09ec0a08/1772299271847.mp4;approved;2026-02-28 17:21:11.361225+00;0;0;6405;6405;private;uploaded;;
ae880997-9d65-470d-b875-e370fa8ac5ed;e0b8d233-006e-4a1d-94c7-6e42814c6159;41332f41-610e-476e-aff1-1b5bd6d28501;4a5e7a4e-441a-40ee-9540-89c4979bd658;3012;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/e0b8d233-006e-4a1d-94c7-6e42814c6159/1772299033296.mp4;approved;2026-02-28 17:17:12.763525+00;0;0;3012;3012;public;uploaded;;
31b4a0b9-187a-44fb-b9d2-698e0a4f056e;2398d665-6ad8-4dcc-bacd-5e4a1105d663;6c2dc30e-fe46-48cf-ba23-61a5f48212e7;4a5e7a4e-441a-40ee-9540-89c4979bd658;5793;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/2398d665-6ad8-4dcc-bacd-5e4a1105d663/1772299565917.mp4;approved;2026-02-28 17:26:05.358696+00;0;0;5793;5793;public;uploaded;;
2e9431ac-7af2-4db4-8fd0-80b818ca8f7e;139190ce-4418-445f-97a7-74b2ab5f522b;787cffb3-93b5-4d20-a26e-e5c593ef1de4;4a5e7a4e-441a-40ee-9540-89c4979bd658;4144;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/139190ce-4418-445f-97a7-74b2ab5f522b/1772315049796.mp4;approved;2026-02-28 21:44:09.022859+00;0;0;4144;4144;public;uploaded;;
80b88102-d183-43b6-aef0-3d768bda6172;eeca5c60-ad9a-4532-a9dc-933e09ec0a08;787cffb3-93b5-4d20-a26e-e5c593ef1de4;4a5e7a4e-441a-40ee-9540-89c4979bd658;7415;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/eeca5c60-ad9a-4532-a9dc-933e09ec0a08/1772315189500.mp4;approved;2026-02-28 21:46:29.09384+00;0;0;7415;7415;private;uploaded;;
aa46481c-4d17-4340-9e32-ce7ca5fd7254;bbcc8e8a-d5ee-417e-b66b-b5de295dd309;2e17fafa-0a12-4c29-b772-86e54ad53c75;4a5e7a4e-441a-40ee-9540-89c4979bd658;3836;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/bbcc8e8a-d5ee-417e-b66b-b5de295dd309/1772315385509.mp4;approved;2026-02-28 21:49:45.008244+00;0;0;3836;3836;public;uploaded;;
59d8fdea-e687-44ef-8bbd-a90275891b98;2398d665-6ad8-4dcc-bacd-5e4a1105d663;787cffb3-93b5-4d20-a26e-e5c593ef1de4;4a5e7a4e-441a-40ee-9540-89c4979bd658;4310;https://bvxwgfnnqrjdbstigmek.supabase.co/storage/v1/object/public/videos/2398d665-6ad8-4dcc-bacd-5e4a1105d663/1772315492036.mp4;approved;2026-02-28 21:51:31.51426+00;0;0;4310;4310;public;uploaded;;
